id,order_id,product_id,quantity,unit_price
80,184,40,1,914.22
81,769,124,5,1422.16
82,416,273,4,482.93
83,198,129,0,1519.19
84,256,183,3,1660.2
85,860,27,5,221.56
86,513,84,5,688.55
87,584,290,2,327.14
88,383,145,5,282.22
89,877,232,2,1254.54
90,601,135,3,1408.18
91,120,176,1,1688.79
92,56,102,1,435.54
93,808,292,1,401.82
94,780,83,4,812.22
95,640,154,5,1076.52
96,645,29,5,200.76
97,585,237,0,1033.17
98,978,162,1,957.85
99,341,85,0,923.25
100,133,162,5,1008.43
101,941,252,1,87.75
102,722,112,2,1564.38
103,784,53,2,788.94
104,560,265,4,1355.53
105,656,102,3,753.22
106,435,278,1,748.75
107,564,212,1,1434.95
108,45,281,2,1112.49
109,843,8,5,634.84
110,617,178,4,1805.11
111,766,26,5,76.63
112,731,136,2,1607.0
113,444,215,3,28.82
114,646,174,2,1850.23
115,333,245,1,1176.18
116,537,84,1,1162.31
117,723,198,4,1872.37
118,98,109,5,1399.39
119,597,261,5,974.34
120,126,39,1,1053.23
121,930,132,4,1187.0
122,745,266,3,137.31
123,721,233,3,420.36
124,226,24,5,221.42
125,897,50,5,1542.4
126,896,276,4,1362.2
127,449,159,4,1761.7
128,647,9999,3,1490.03
129,367,92,5,562.77
130,743,300,4,184.1
131,951,191,2,156.8
132,175,9999,5,266.46
133,423,195,2,1990.31
134,629,260,1,814.8
135,860,135,0,39.82
136,679,126,5,1932.27
137,425,6,4,
138,482,118,4,377.72
139,807,170,5,86.71
140,381,22,3,1639.07
141,271,9999,3,1787.41
142,18,247,2,1605.61
143,354,61,3,812.8
144,914,247,2,1290.83
145,363,36,3,688.94
146,5,214,2,1433.7
147,252,114,2,1613.29
148,642,131,5,1211.73
149,705,233,5,1208.84
150,219,108,1,1217.91
151,800,268,5,179.44
152,988,56,4,1881.79
153,210,92,3,90.47
154,916,77,2,441.03
155,398,43,1,1660.5
156,613,292,4,900.77
157,973,282,4,1268.16
158,337,130,1,52.91
159,553,209,2,712.04
160,783,191,2,747.19
161,976,270,5,25.01
162,888,202,1,812.36
163,7,126,5,1257.29
164,540,239,5,275.47
165,161,192,5,76.79
166,905,277,3,270.77
167,693,105,3,386.12
168,564,145,4,1558.97
169,888,209,3,1879.06
170,464,243,3,399.28
171,631,180,3,704.93
172,238,105,5,15.34
173,824,3,2,309.15
174,397,269,4,895.36
175,582,222,2,1540.59
176,930,9,3,1917.96
177,553,228,2,1277.78
178,48,199,1,572.17
179,970,172,5,1044.45
180,182,182,1,1704.41
181,901,22,3,1617.62
182,686,16,1,1769.52
183,178,257,4,533.47
184,39,10,4,556.73
185,37,119,1,1114.89
186,582,23,1,1998.09
187,290,297,2,43.6
188,926,34,5,428.47
189,200,20,4,1135.88
190,901,144,5,1577.35
191,329,59,0,1140.14
192,668,220,2,1033.48
193,991,125,4,1986.95
194,26,38,4,310.87
195,775,21,4,141.42
196,680,191,2,207.1
197,77,172,1,1051.36
198,400,120,3,1933.75
199,326,92,5,1560.18
200,522,282,0,347.42
201,800,70,5,1505.93
202,702,44,2,1299.18
203,158,39,3,388.56
204,47,70,5,43.66
205,270,60,2,217.76
206,569,9999,3,1700.35
207,386,19,1,825.31
208,997,272,2,496.69
209,944,258,3,1142.74
210,32,163,2,1259.71
211,291,78,3,261.89
212,968,51,4,675.93
213,638,240,3,1728.85
214,686,41,2,1894.4
215,800,41,3,695.99
216,944,30,2,369.56
217,838,197,5,336.82
218,776,83,3,
219,755,63,1,765.1
220,426,279,1,1097.92
221,121,142,4,1903.22
222,744,268,2,1618.24
223,362,115,1,1294.88
224,771,293,4,1592.04
225,677,42,1,511.66
226,527,246,3,
227,21,89,1,289.84
228,1,167,3,1906.39
229,152,68,3,479.48
230,501,281,0,774.71
231,733,154,1,955.99
232,154,9999,5,1820.23
233,294,223,1,1067.03
234,55,39,2,406.23
235,57,134,4,346.42
236,659,6,2,327.58
237,242,6,5,314.37
238,376,252,4,246.06
239,984,81,3,170.43
240,578,177,1,1335.7
241,53,200,5,1223.67
242,305,278,5,1557.91
243,545,49,5,1894.7
244,272,144,3,384.59
245,263,106,3,1802.41
246,975,188,2,594.44
247,517,97,3,442.78
248,548,219,4,1152.23
249,645,107,3,1445.24
250,859,142,2,836.34
251,898,43,5,1792.91
252,561,48,3,800.46
253,775,134,2,1953.38
254,248,9999,3,1688.96
255,345,132,1,138.67
256,167,261,4,1096.81
257,585,188,1,1994.65
258,387,142,3,173.38
259,710,99,1,
260,339,217,3,1190.97
261,769,75,1,931.31
262,411,160,5,1773.38
263,927,196,5,260.78
264,594,38,3,1601.93
265,832,147,5,327.33
266,414,13,5,1204.62
267,792,121,3,1580.89
268,276,280,5,838.64
269,361,84,5,1505.16
270,559,190,2,547.35
271,208,234,4,1805.67
272,873,199,1,203.05
273,780,228,1,201.03
274,544,4,4,1664.77
275,818,225,1,776.96
276,367,226,3,619.62
277,738,147,1,1770.71
278,171,245,4,341.89
279,338,39,5,270.53
280,411,35,5,834.49
281,706,1,3,1073.22
282,261,141,1,740.63
283,809,48,5,641.87
284,675,27,4,1452.84
285,843,117,1,1277.35
286,770,150,5,316.38
287,230,273,3,1893.47
288,324,73,2,1183.24
289,173,71,1,658.4
290,559,162,5,185.25
291,269,22,4,1710.02
292,159,94,4,1619.59
293,815,244,2,885.25
294,794,295,4,720.26
295,532,145,3,758.6
296,151,85,1,1524.78
297,471,35,3,1642.66
298,802,210,1,61.91
299,845,165,5,985.41
300,933,17,5,1675.24
301,267,9999,4,576.39
302,216,286,3,1022.46
303,812,286,3,10.92
304,259,263,5,658.43
305,193,18,3,535.02
306,688,51,3,1622.09
307,764,219,1,1959.53
308,87,70,2,1440.8
309,847,104,5,928.48
310,152,207,1,1036.79
311,396,267,0,104.08
312,981,260,3,175.88
313,728,180,2,1006.77
314,265,116,0,1271.72
315,765,104,4,1719.07
316,8,216,4,882.75
317,619,71,1,386.97
318,289,31,3,1098.89
319,227,214,3,
320,154,111,1,1858.55
321,170,169,3,257.48
322,371,294,0,417.56
323,120,39,1,1161.98
324,397,46,4,719.32
325,557,9999,5,928.61
326,734,238,5,620.91
327,436,119,2,1182.3
328,188,16,4,352.43
329,604,101,3,1133.41
330,823,188,1,1187.74
331,498,196,2,1259.9
332,709,36,5,1260.63
333,872,9999,3,1447.28
334,255,243,5,157.58
335,448,33,1,1305.0
336,943,223,3,428.16
337,231,49,3,941.0
338,392,45,1,618.21
339,644,54,3,1228.75
340,62,254,3,549.97
341,812,208,1,329.21
342,196,96,5,1411.43
343,251,54,3,759.81
344,709,256,1,179.89
345,123,178,2,7.39
346,695,24,4,1205.33
347,615,62,5,1593.31
348,369,136,4,1562.63
349,546,286,3,1660.14
350,101,69,5,1461.11
351,893,81,3,1470.16
352,370,223,5,147.87
353,272,66,2,727.44
354,855,238,4,1767.85
355,216,10,2,699.25
356,684,7,4,922.51
357,705,82,4,662.41
358,798,60,4,924.31
359,778,90,3,1758.71
360,438,161,1,279.25
361,562,82,0,1228.99
362,842,265,3,1123.92
363,879,151,3,1526.01
364,105,291,4,1649.94
365,992,193,1,1410.65
366,463,289,1,93.89
367,331,77,2,826.43
368,729,70,2,1857.7
369,696,45,4,634.09
370,607,177,3,1641.52
371,289,127,4,246.32
372,918,211,5,1071.02
373,22,91,4,1937.02
374,868,9999,1,491.48
375,993,104,0,340.05
376,620,263,2,1120.14
377,513,233,4,147.32
378,630,216,1,1894.92
379,185,208,1,5.54
380,283,225,2,73.87
381,277,292,0,1823.58
382,448,167,4,1466.0
383,833,147,1,1400.59
384,882,195,3,926.09
385,736,252,4,641.4
386,682,9999,5,995.57
387,827,112,5,1843.09
388,518,286,1,399.82
389,915,231,3,1674.85
390,653,250,1,483.42
391,667,274,2,1479.54
392,699,198,5,1971.2
393,561,271,3,162.47
394,44,214,1,61.73
395,4,57,1,1090.72
396,47,255,5,1566.54
397,252,3,2,932.94
398,721,149,3,1230.1
399,247,88,3,184.98
400,933,265,1,321.51
401,511,147,3,778.32
402,41,126,3,1189.47
403,580,226,5,613.65
404,740,213,3,1181.74
405,653,259,0,827.25
406,514,141,1,1337.99
407,134,81,3,1552.25
408,502,1,3,1107.45
409,379,49,4,970.8
410,938,218,1,468.94
411,43,52,2,1554.48
412,465,151,4,648.25
413,399,41,4,1576.09
414,614,79,1,127.55
415,674,179,3,16.91
416,894,140,5,1146.83
417,982,7,5,1936.01
418,700,96,5,234.93
419,398,89,1,1052.61
420,172,91,1,1889.34
421,444,248,0,1733.47
422,704,208,5,1266.05
423,196,170,1,162.68
424,353,296,0,300.92
425,338,255,4,280.37
426,63,199,1,1726.97
427,554,186,5,993.5
428,948,86,5,504.04
429,795,249,4,1460.52
430,561,220,2,1272.19
431,563,77,2,1700.23
432,379,72,5,1824.23
433,59,201,2,1925.08
434,232,228,1,959.95
435,496,264,2,1230.02
436,466,149,1,406.82
437,898,108,3,1724.3
438,585,207,2,813.9
439,889,78,5,1501.51
440,503,217,3,365.82
441,503,266,1,570.49
442,411,6,1,110.33
443,812,215,2,1834.56
444,827,134,5,1546.83
445,270,69,4,
446,180,15,1,702.51
447,635,7,4,680.7
448,837,250,1,1167.46
449,571,178,2,1437.45
450,2,291,5,882.38
451,837,56,1,1382.62
452,406,282,4,1726.84
453,699,279,5,56.53
454,23,38,2,1273.78
455,887,181,4,1790.84
456,195,251,0,1389.03
457,939,9999,5,1168.26
458,753,4,4,1575.41
459,444,40,3,1688.75
460,880,107,2,1936.44
461,511,284,4,1755.35
462,488,121,2,709.92
463,297,195,2,662.61
464,421,118,2,1055.32
465,143,49,2,210.24
466,217,88,3,810.28
467,548,87,3,1392.05
468,888,192,1,978.38
469,131,111,4,195.18
470,727,286,2,966.43
471,842,73,2,732.12
472,677,76,3,1271.99
473,711,86,4,678.73
474,111,275,4,903.9
475,284,52,5,1269.12
476,463,185,4,1868.42
477,591,97,2,26.93
478,474,75,1,
479,820,134,3,1224.29
480,142,22,4,785.42
481,550,188,5,1960.34
482,914,49,4,222.57
483,653,61,1,1634.81
484,654,91,1,885.9
485,379,193,5,1493.85
486,42,82,5,991.82
487,220,31,2,1573.99
488,860,78,1,
489,193,129,3,589.74
490,785,89,2,198.48
491,13,299,4,1831.38
492,712,38,3,1476.56
493,406,147,2,455.51
494,968,98,3,6.05
495,824,81,1,1042.35
496,288,214,5,1036.04
497,956,138,-1,1043.46
498,159,147,4,716.7
499,519,153,4,713.16
500,790,111,1,848.05
501,931,286,1,139.36
502,658,89,5,1847.83
503,354,72,2,1711.03
504,248,119,4,245.47
505,106,236,3,162.44
506,647,93,2,1930.04
507,930,291,4,11.97
508,281,173,2,374.28
509,580,99,3,96.85
510,872,259,5,970.52
511,872,9999,1,1087.43
512,617,82,1,636.25
513,843,61,1,1477.91
514,674,169,2,1404.91
515,112,48,5,1838.65
516,229,83,4,1675.34
517,909,36,0,162.6
518,120,77,2,170.09
519,470,34,1,1785.08
520,877,106,1,385.03
521,895,254,4,280.12
522,329,227,2,457.18
523,906,14,1,1194.8
524,478,253,2,1642.4
525,952,45,1,382.55
526,551,56,4,1206.66
527,587,295,1,1388.45
528,55,177,4,1608.85
529,314,262,2,1637.07
530,440,74,5,440.25
531,929,138,3,1994.05
532,256,77,5,74.1
533,647,288,3,1549.8
534,902,174,-1,1382.07
535,365,9,-1,781.05
536,412,206,1,
537,989,289,4,1557.22
538,982,202,1,
539,244,160,0,566.21
540,406,104,1,1035.51
541,404,231,3,1001.4
542,456,198,2,824.73
543,688,298,5,707.19
544,855,176,5,270.34
545,754,218,1,1806.02
546,154,180,2,1935.82
547,353,16,4,753.56
548,575,136,4,1685.36
549,165,110,2,401.38
550,896,26,3,1768.39
551,83,33,4,452.86
552,340,177,2,1791.2
553,299,261,2,1339.46
554,184,43,4,1430.84
555,185,43,3,354.16
556,782,177,3,1797.44
557,340,228,2,1189.2
558,230,188,4,247.35
559,118,217,5,652.7
560,550,158,1,1449.9
561,458,186,4,657.42
562,586,196,3,1287.43
563,983,272,4,15.29
564,966,73,3,722.53
565,423,109,3,669.02
566,341,27,2,439.91
567,783,32,2,1142.69
568,909,151,4,640.15
569,693,238,4,1618.24
570,162,185,1,1338.01
571,563,67,4,899.26
572,852,132,4,1991.75
573,592,139,2,1938.94
574,161,103,3,1056.84
575,543,167,1,1544.06
576,221,131,5,921.39
577,314,47,5,1478.58
578,751,128,1,108.27
579,935,208,4,1605.21
580,420,175,3,117.9
581,209,107,5,562.93
582,18,258,5,411.67
583,545,32,3,762.91
584,231,99,1,1989.08
585,835,46,5,979.56
586,812,186,5,584.58
587,833,178,5,1792.1
588,976,42,1,1351.52
589,804,133,4,1021.03
590,126,300,5,598.82
591,906,221,2,175.71
592,843,9999,4,133.18
593,19,182,5,1856.17
594,448,81,2,1180.79
595,671,300,3,471.24
596,381,236,1,999.81
597,345,22,5,1342.82
598,636,218,3,475.52
599,602,162,1,1526.74
600,981,104,2,952.74
601,357,22,1,106.15
602,984,102,3,1123.99
603,491,153,1,1893.58
604,418,94,3,782.89
605,672,251,1,848.83
606,977,10,5,477.03
607,812,211,3,988.88
608,718,266,4,1947.96
609,72,279,5,52.41
610,745,266,1,288.41
611,111,254,3,
612,960,262,2,163.79
613,170,120,2,
614,549,244,5,495.95
615,401,76,2,1750.32
616,522,171,5,687.29
617,682,155,4,611.08
618,13,6,3,
619,322,299,5,343.13
620,938,30,3,165.36
621,154,21,2,246.89
622,769,157,4,1871.33
623,44,136,4,999.01
624,397,74,2,753.45
625,434,50,3,1205.71
626,331,295,3,1738.31
627,246,155,5,1080.01
628,537,12,4,30.14
629,476,56,5,412.29
630,980,88,0,418.92
631,222,59,2,305.6
632,490,6,5,1439.85
633,373,127,1,1578.2
634,163,49,4,511.13
635,62,138,2,1372.72
636,499,40,1,
637,782,154,4,1974.29
638,834,82,1,1160.05
639,816,182,0,1234.2
640,273,189,2,1326.07
641,229,39,2,1396.73
642,404,278,2,823.84
643,298,291,1,687.11
644,731,63,2,333.3
645,464,155,5,1204.34
646,810,9999,2,651.11
647,811,32,4,
648,196,109,2,114.55
649,65,23,5,1954.73
650,180,4,0,420.14
651,167,206,4,1244.12
652,342,9999,0,1905.37
653,158,248,4,
654,863,213,0,1764.15
655,132,237,4,1912.07
656,353,132,3,319.66
657,536,270,2,1934.93
658,722,255,3,1643.09
659,572,203,3,859.44
660,391,186,1,
661,469,77,3,783.05
662,929,111,3,686.42
663,675,270,-1,875.17
664,589,19,3,682.43
665,108,52,2,1427.22
666,342,152,4,1397.87
667,435,66,-1,774.97
668,662,142,2,1933.08
669,174,288,0,1826.94
670,168,291,1,1861.25
671,48,273,0,1208.14
672,495,74,1,345.01
673,250,30,2,1997.19
674,690,104,4,368.56
675,462,136,4,999.14
676,648,78,4,266.01
677,42,6,2,96.63
678,511,174,3,1086.43
679,607,104,4,257.61
680,852,133,2,330.34
681,109,3,5,1800.52
682,516,124,1,139.93
683,494,24,5,435.4
684,170,3,4,711.47
685,570,229,3,1176.19
686,955,9999,4,286.13
687,232,81,5,1790.75
688,545,10,2,452.97
689,288,181,2,699.14
690,423,260,3,188.21
691,100,219,2,1703.77
692,894,132,1,1187.96
693,793,52,1,1235.6
694,914,188,2,269.18
695,369,81,4,
696,208,207,2,105.66
697,768,72,4,1716.55
698,764,179,3,452.16
699,15,100,1,305.21
700,742,298,5,1107.14
701,793,238,1,748.58
702,677,267,1,487.58
703,154,272,1,76.24
704,405,58,5,1287.55
705,518,238,3,173.84
706,990,85,2,883.89
707,840,75,5,435.59
708,47,110,2,1149.9
709,102,102,3,781.16
710,367,106,2,496.02
711,222,152,4,1221.97
712,276,49,4,1139.71
713,393,53,4,1426.07
714,765,9999,1,181.28
715,33,265,3,1107.8
716,931,117,1,208.49
717,310,82,5,1593.05
718,498,23,3,863.27
719,272,115,3,718.24
720,571,163,1,87.56
721,813,145,5,1083.26
722,498,123,2,667.36
723,74,86,5,1778.72
724,445,63,4,1702.53
725,918,100,5,1486.43
726,716,245,5,70.31
727,442,282,1,1157.99
728,922,64,4,1162.35
729,729,145,5,1366.68
730,789,128,2,1860.27
731,853,77,1,1056.6
732,96,84,1,885.77
733,730,283,4,930.04
734,175,258,0,1987.11
735,990,201,2,1276.06
736,566,165,4,941.23
737,870,62,4,458.57
738,633,292,3,40.1
739,749,135,1,97.18
740,579,9999,3,603.55
741,927,268,1,1880.02
742,593,276,5,1246.04
743,325,178,3,616.55
744,762,155,5,855.24
745,124,44,5,1075.03
746,932,131,3,467.08
747,204,134,0,63.51
748,597,155,1,1656.35
749,782,150,5,876.35
750,245,199,1,709.39
751,576,31,4,1097.71
752,259,282,5,693.65
753,883,55,1,388.03
754,580,117,2,1877.86
755,44,129,3,1780.45
756,835,14,5,1046.49
757,75,264,3,184.54
758,414,3,5,1182.87
759,485,215,3,
760,726,125,3,718.52
761,592,289,5,1962.93
762,276,229,4,1877.95
763,214,231,5,1004.83
764,76,177,4,145.31
765,654,204,3,929.55
766,963,259,5,831.45
767,378,49,4,1201.02
768,835,92,1,843.94
769,989,190,3,478.35
770,972,140,4,1263.37
771,288,159,4,959.81
772,233,300,5,382.98
773,77,283,3,1081.42
774,378,98,4,1255.85
775,256,115,3,1486.42
776,750,257,1,792.79
777,204,280,1,1956.98
778,579,31,5,1873.37
779,103,130,5,1256.54
780,531,122,0,801.05
781,954,180,0,510.29
782,961,238,2,975.55
783,652,61,4,1923.43
784,535,183,2,471.17
785,626,38,4,1601.52
786,779,190,2,805.51
787,399,289,2,1551.79
788,911,54,4,1756.26
789,729,6,5,568.93
790,791,26,2,1209.83
791,301,273,3,184.99
792,651,22,1,949.94
793,490,124,0,1782.39
794,778,71,2,1829.59
795,390,189,4,545.37
796,760,27,4,681.25
797,806,295,1,1905.51
798,442,137,4,1532.2
799,391,87,4,353.99
800,219,19,3,1208.4
801,607,247,1,521.89
802,631,192,5,282.1
803,270,257,1,1188.58
804,659,136,3,599.03
805,704,102,4,789.82
806,356,82,1,1869.82
807,647,191,2,1752.09
808,764,42,4,1959.81
809,793,212,3,1058.93
810,484,238,1,963.85
811,172,116,5,410.44
812,899,264,1,1260.3
813,908,283,2,727.87
814,694,85,0,1140.25
815,247,186,5,1487.07
816,975,70,0,662.34
817,862,6,5,
818,261,269,3,
819,577,236,1,913.39
820,896,168,0,1152.13
821,273,210,3,1310.29
822,774,278,2,1757.11
823,465,172,1,1852.09
824,979,207,5,62.04
825,219,165,2,1107.43
826,55,18,2,118.22
827,640,17,3,1747.79
828,582,268,4,1639.66
829,96,291,4,500.61
830,235,122,2,601.05
831,214,237,2,414.32
832,228,205,5,1468.82
833,294,12,5,1207.78
834,569,54,3,781.54
835,866,9999,5,1875.3
836,622,140,5,1346.41
837,554,214,3,317.28
838,275,213,2,1997.51
839,579,144,1,299.62
840,301,205,5,1103.35
841,53,96,1,1314.51
842,610,43,3,29.29
843,127,3,4,1958.31
844,255,217,1,683.97
845,524,34,3,1762.47
846,512,139,4,359.82
847,751,114,1,61.93
848,64,6,4,81.41
849,249,74,1,1034.66
850,860,188,2,1833.43
851,734,1,3,406.43
852,190,85,5,240.71
853,883,178,5,1932.45
854,358,185,5,40.74
855,998,34,5,303.83
856,526,253,0,
857,271,83,4,
858,163,266,3,104.83
859,891,79,5,492.85
860,622,85,5,1302.14
861,106,199,4,1882.91
862,494,174,3,
863,649,260,1,1870.94
864,576,248,5,1656.12
865,470,54,3,1252.95
866,609,23,2,92.61
867,820,193,5,493.23
868,905,273,4,918.1
869,573,56,2,257.33
870,585,9,5,991.87
871,702,139,2,471.1
872,125,57,3,477.18
873,782,296,4,1278.98
874,483,153,2,1409.84
875,53,58,5,1565.07
876,576,96,2,609.32
877,359,293,5,938.46
878,223,292,2,1846.35
879,650,226,3,1008.28
880,780,232,1,67.05
881,895,294,2,1357.48
882,423,129,3,980.26
883,893,286,5,1259.0
884,299,183,0,648.12
885,920,145,2,50.42
886,987,278,2,1688.84
887,527,175,3,782.49
888,300,221,4,950.89
889,471,114,2,1385.67
890,476,248,3,1586.25
891,462,170,1,363.42
892,306,58,3,1014.54
893,150,131,5,470.91
894,501,129,5,
895,21,255,-1,337.63
896,428,300,4,696.71
897,385,180,2,262.96
898,792,96,5,1545.4
899,387,192,5,1082.3
900,696,142,2,
901,645,11,3,320.25
902,727,88,1,724.02
903,113,9999,5,1448.01
904,856,234,1,1711.81
905,916,216,5,211.77
906,46,79,1,1693.36
907,26,168,4,1147.59
908,41,111,5,1739.1
909,133,218,2,1575.68
910,691,265,1,1502.02
911,98,205,4,5.31
912,290,269,1,
913,865,116,1,1832.49
914,241,107,2,1342.58
915,998,51,1,1759.96
916,855,129,2,165.43
917,218,15,4,997.82
918,951,187,5,1883.42
919,280,154,2,139.66
920,677,235,1,388.04
921,765,258,4,791.28
922,181,120,1,621.55
923,530,91,4,1458.27
924,61,18,0,319.19
925,508,156,0,1919.09
926,752,223,2,1530.58
927,443,114,4,1732.72
928,721,71,1,253.79
929,533,47,5,685.0
930,393,42,2,1437.38
931,864,14,1,345.15
932,202,250,2,130.05
933,135,129,5,967.45
934,259,30,2,1910.58
935,745,196,1,438.21
936,315,137,5,11.34
937,858,91,5,1594.12
938,604,112,4,945.8
939,330,228,4,273.23
940,542,16,1,
941,180,220,5,38.35
942,540,177,5,893.86
943,564,212,4,1523.59
944,379,98,5,64.08
945,292,71,2,637.72
946,22,177,-1,9.74
947,694,205,1,465.99
948,561,171,4,1385.82
949,97,145,1,668.89
950,955,199,3,1658.05
951,436,199,3,1968.48
952,189,262,2,416.37
953,220,257,2,1587.14
954,146,72,3,470.79
955,948,155,1,687.01
956,633,228,4,1220.56
957,107,55,1,1134.52
958,434,166,5,894.65
959,384,9999,0,635.63
960,882,68,1,1427.49
961,556,148,1,309.66
962,195,107,2,1175.28
963,880,38,4,1626.0
964,321,244,5,1549.15
965,284,156,1,1993.89
966,922,299,5,232.94
967,398,9999,5,1938.55
968,416,273,3,377.13
969,208,220,1,826.6
970,757,294,0,405.31
971,586,285,4,1816.11
972,936,114,1,859.1
973,129,119,3,1334.63
974,360,2,1,774.75
975,888,300,2,1358.19
976,825,210,1,97.06
977,661,275,0,956.17
978,89,98,3,1925.27
979,246,51,5,1461.08
980,254,3,4,1732.71
981,645,15,5,1864.76
982,655,19,3,1782.34
983,374,19,1,1316.86
984,929,55,5,205.44
985,994,102,3,1273.11
986,48,296,1,1923.75
987,73,88,3,1319.73
988,274,115,3,806.87
989,742,62,4,
990,70,12,3,1203.41
991,875,30,2,287.12
992,929,85,1,1750.39
993,856,64,5,637.73
994,861,152,2,740.02
995,49,299,5,1916.45
996,240,9999,4,1068.27
997,631,80,5,203.19
998,472,71,3,818.59
999,203,30,2,1140.03
1000,356,14,-1,1271.75
1001,784,198,5,1793.74
1002,890,126,3,1393.14
1003,242,118,5,1384.26
1004,202,9999,4,
1005,478,273,0,635.01
1006,107,102,4,791.52
1007,758,2,0,585.55
1008,364,228,1,164.14
1009,144,208,2,1655.39
1010,87,201,1,940.58
1011,47,209,5,96.85
1012,627,281,3,861.71
1013,836,139,4,786.34
1014,505,243,1,915.33
1015,678,167,4,605.14
1016,494,253,3,297.52
1017,80,91,5,1100.87
1018,743,32,4,1336.55
1019,881,189,4,1065.73
1020,158,200,2,1044.28
1021,27,23,5,476.97
1022,1,177,2,358.53
1023,663,190,5,1798.33
1024,337,45,2,597.19
1025,333,26,1,1234.65
1026,968,189,2,517.1
1027,673,215,3,813.45
1028,899,232,2,586.32
1029,831,100,2,1449.34
1030,907,200,3,397.14
1031,995,36,1,1149.73
1032,763,11,5,1339.69
1033,993,54,3,949.74
1034,754,195,5,960.26
1035,124,281,2,435.46
1036,522,40,0,1779.62
1037,115,116,5,1587.43
1038,278,37,3,1701.65
1039,37,208,3,1607.55
1040,991,63,1,1961.41
1041,572,216,3,1036.9
1042,239,167,5,862.15
1043,192,132,1,1587.2
1044,888,299,1,1705.86
1045,495,270,3,393.32
1046,793,204,5,1686.92
1047,813,259,5,769.67
1048,411,131,3,833.12
1049,11,188,2,
1050,633,249,4,306.66
1051,289,242,0,293.12
1052,853,42,4,1903.0
1053,440,54,4,727.27
1054,335,196,1,1127.82
1055,438,122,1,1417.87
1056,774,191,4,1426.82
1057,46,119,1,1672.24
1058,31,254,1,1367.56
1059,750,210,3,618.85
1060,811,223,4,1739.18
1061,730,62,2,1851.06
1062,834,296,2,157.57
1063,772,86,2,126.17
1064,476,189,3,194.86
1065,960,239,2,1987.36
1066,526,92,5,152.69
1067,811,268,2,1915.43
1068,460,174,5,1554.35
1069,168,142,0,1393.54
1070,418,285,3,1498.37
1071,811,144,5,1063.62
1072,279,219,-1,1131.42
1073,576,146,2,1764.0
1074,700,160,4,720.33
1075,367,256,5,62.36
1076,575,182,2,1811.4
1077,895,208,2,1738.6
1078,528,53,2,1214.35
1079,314,146,1,153.71
1080,519,78,4,264.16
1081,453,28,3,113.46
1082,914,179,5,119.56
1083,293,265,4,1268.31
1084,31,207,0,622.37
1085,8,9999,2,1706.34
1086,237,140,4,1794.14
1087,925,149,1,970.81
1088,516,44,5,1344.73
1089,169,16,1,1774.36
1090,286,26,2,1942.52
1091,724,218,4,1804.34
1092,133,226,5,505.27
1093,861,98,4,550.99
1094,299,243,4,1842.97
1095,849,93,5,356.41
1096,268,207,4,712.82
1097,806,115,0,763.86
1098,918,188,1,1858.98
1099,293,36,4,321.81
1100,411,37,1,1595.54
1101,921,32,3,776.51
1102,927,47,5,1539.67
1103,192,16,4,84.23
1104,693,191,5,
1105,101,147,5,638.77
1106,315,3,4,1175.87
1107,665,273,2,725.78
1108,148,276,1,579.61
1109,108,165,5,722.58
1110,741,203,4,107.13
1111,886,124,3,817.32
1112,91,53,2,117.49
1113,379,86,4,1712.61
1114,37,10,5,1973.8
